Date,Serial,Model,PartNumber,Status,Red Led X Status,Red Led X Time
05/12/2022,AL47272464-CKMX216224800005-AAB-A.02,Switchback,47272464+C,False,,
01/12/2022,AL47272464-CKMX216224800006-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216224800006-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800006-AAB-A.02,Switchback,47272464+C,False,,
06/12/2022,AL47272464-CKMX216224800007-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800007-AAB-A.02,Switchback,47272464+C,True,True,0.739900
05/12/2022,AL47272464-CKMX216224800008-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216224800009-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800009-AAB-A.02,Switchback,47272464+C,False,,
01/12/2022,AL47272464-CKMX216224800009-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800010-AAB-A.02,Switchback,47272464+C,True,True,0.739900
06/12/2022,AL47272464-CKMX216224800011-AAB-A.02,Switchback,47272464+C,False,True,0.739900
01/12/2022,AL47272464-CKMX216224800011-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800011-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800012-AAB-A.02,Switchback,47272464+C,False,,
01/12/2022,AL47272464-CKMX216224800012-AAB-A.02,Switchback,47272464+C,False,,
01/12/2022,AL47272464-CKMX216224800013-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800013-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800014-AAB-A.02,Switchback,47272464+C,True,True,0.739900
01/12/2022,AL47272464-CKMX216224800014-AAB-A.02,Switchback,47272464+C,False,,
01/12/2022,AL47272464-CKMX216224800015-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800015-AAB-A.02,Switchback,47272464+C,True,True,0.739900
01/12/2022,AL47272464-CKMX216224800016-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800016-AAB-A.02,Switchback,47272464+C,False,True,0.739900
07/12/2022,AL47272464-CKMX216224800017-AAB-A.02,Switchback,47272464+C,False,,
01/12/2022,AL47272464-CKMX216224800017-AAB-A.02,Switchback,47272464+C,False,,
05/12/2022,AL47272464-CKMX216224800018-AAB-A.02,Switchback,,False,,
05/12/2022,AL47272464-CKMX216224800018-AAB-A.02,Switchback,,False,,
07/12/2022,AL47272464-CKMX216224800018-AAB-A.02,Switchback,47272464+C,False,,
01/12/2022,AL47272464-CKMX216224800019-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800019-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800020-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800021-AAB-A.02,Switchback,47272464+C,False,,
12/12/2022,AL47272464-CKMX216224800021-AAB-A.02,Switchback,47272464+C,True,True,0.739900
01/12/2022,AL47272464-CKMX216224800022-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800022-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800023-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800024-AAB-A.02,Switchback,47272464+C,False,,
01/12/2022,AL47272464-CKMX216224800026-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800026-AAB-A.02,Switchback,47272464+C,False,,
01/12/2022,AL47272464-CKMX216224800027-AAB-A.02,Switchback,47272464+C,True,True,0.739900
01/12/2022,AL47272464-CKMX216224800028-AAB-A.02,Switchback,47272464+C,True,True,0.739900
01/12/2022,AL47272464-CKMX216224800029-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800029-AAB-A.02,Switchback,47272464+C,True,True,0.739900
01/12/2022,AL47272464-CKMX216224800030-AAB-A.02,Switchback,47272464+C,True,True,0.739900
01/12/2022,AL47272464-CKMX216224800030-AAB-A.02,Switchback,,False,,
01/12/2022,AL47272464-CKMX216224800031-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800031-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800032-AAB-A.02,Switchback,47272464+C,True,True,0.739900
01/12/2022,AL47272464-CKMX216224800032-AAB-A.02,Switchback,47272464+C,False,,
01/12/2022,AL47272464-CKMX216224800033-AAB-A.02,Switchback,47272464+C,True,True,0.739900
06/12/2022,AL47272464-CKMX216224800034-AAB-A.02,Switchback,47272464+C,False,,
01/12/2022,AL47272464-CKMX216224800034-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800034-AAB-A.02,Switchback,47272464+C,False,,
01/12/2022,AL47272464-CKMX216224800035-AAB-A.02,Switchback,47272464+C,True,True,0.739900
06/12/2022,AL47272464-CKMX216224800036-AAB-A.02,Switchback,47272464+C,False,,
01/12/2022,AL47272464-CKMX216224800036-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800036-AAB-A.02,Switchback,47272464+C,False,,
06/12/2022,AL47272464-CKMX216224800037-AAB-A.02,Switchback,47272464+C,False,,
01/12/2022,AL47272464-CKMX216224800037-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800037-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800038-AAB-A.02,Switchback,47272464+C,True,True,0.739900
01/12/2022,AL47272464-CKMX216224800038-AAB-A.02,Switchback,47272464+C,False,,
01/12/2022,AL47272464-CKMX216224800038-AAB-A.02,Switchback,,False,,
07/12/2022,AL47272464-CKMX216224800039-AAB-A.02,Switchback,47272464+C,False,,
01/12/2022,AL47272464-CKMX216224800039-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800040-AAB-A.02,Switchback,47272464+C,False,True,0.739900
01/12/2022,AL47272464-CKMX216224800040-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800041-AAB-A.02,Switchback,47272464+C,True,True,0.739900
01/12/2022,AL47272464-CKMX216224800041-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800044-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800045-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800046-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800047-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216224800048-AAB-A.02,Switchback,47272464+C,False,True,0.739900
07/12/2022,AL47272464-CKMX216224800048-AAB-A.02,Switchback,47272464+C,False,True,0.739900
20/12/2022,AL47272464-CKMX216224800048-AAB-A.02,Switchback,47272464+C,False,True,0.739900
12/12/2022,AL47272464-CKMX216224800048-AAB-A.02,Switchback,47272464+C,False,True,0.739900
07/12/2022,AL47272464-CKMX216224800049-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800050-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800051-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800052-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800053-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800054-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800055-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800056-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800057-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800058-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800060-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800062-AAB-A.02,Switchback,47272464+C,False,,
20/12/2022,AL47272464-CKMX216224800062-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800064-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216224800065-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800065-AAB-A.02,Switchback,47272464+C,False,,
12/12/2022,AL47272464-CKMX216224800065-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800066-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800068-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800069-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224800070-AAB-A.02,Switchback,47272464+C,True,True,0.739900
20/12/2022,AL47272464-CKMX216224800071-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224800072-AAB-A.02,Switchback,47272464+C,False,,
06/12/2022,AL47272464-CKMX216224900001-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224900002-AAB-A.02,Switchback,47272464+C,False,,
12/12/2022,AL47272464-CKMX216224900002-AAB-A.02,Switchback,47272464+C,True,True,0.739900
07/12/2022,AL47272464-CKMX216224900003-AAB-A.02,Switchback,47272464+C,False,,
05/12/2022,AL47272464-CKMX216224900003-AAB-A.02,Switchback,47272464+C,False,,
05/12/2022,AL47272464-CKMX216224900004-AAB-A.02,Switchback,,False,,
07/12/2022,AL47272464-CKMX216224900004-AAB-A.02,Switchback,47272464+C,False,True,0.739900
05/12/2022,AL47272464-CKMX216224900004-AAB-A.02,Switchback,47272464+C,False,,
05/12/2022,AL47272464-CKMX216224900005-AAB-A.02,Switchback,47272464+C,False,,
05/12/2022,AL47272464-CKMX216224900006-AAB-A.02,Switchback,47272464+C,True,True,0.739900
05/12/2022,AL47272464-CKMX216224900007-AAB-A.02,Switchback,,False,,
05/12/2022,AL47272464-CKMX216224900007-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224900008-AAB-A.02,Switchback,47272464+C,False,,
05/12/2022,AL47272464-CKMX216224900008-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224900009-AAB-A.02,Switchback,47272464+C,False,,
20/12/2022,AL47272464-CKMX216224900010-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224900010-AAB-A.02,Switchback,47272464+C,False,,
12/12/2022,AL47272464-CKMX216224900010-AAB-A.02,Switchback,47272464+C,False,,
05/12/2022,AL47272464-CKMX216224900013-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224900014-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224900014-AAB-A.02,Switchback,,False,,
05/12/2022,AL47272464-CKMX216224900014-AAB-A.02,Switchback,47272464+C,False,,
06/12/2022,AL47272464-CKMX216224900022-AAB-A.02,Switchback,47272464+C,True,True,0.739900
06/12/2022,AL47272464-CKMX216224900023-AAB-A.02,Switchback,47272464+C,False,False,0.000000
06/12/2022,AL47272464-CKMX216224900023-AAB-A.02,Switchback,,False,,
07/12/2022,AL47272464-CKMX216224900023-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224900024-AAB-A.02,Switchback,47272464+C,False,,
06/12/2022,AL47272464-CKMX216224900025-AAB-A.02,Switchback,47272464+C,True,True,0.739900
06/12/2022,AL47272464-CKMX216224900026-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224900026-AAB-A.02,Switchback,47272464+C,False,,
06/12/2022,AL47272464-CKMX216224900027-AAB-A.02,Switchback,47272464+C,False,,
07/12/2022,AL47272464-CKMX216224900029-AAB-A.02,Switchback,47272464+C,False,,
05/12/2022,AL47272464-CKMX216224900030-AAB-A.02,Switchback,47272464+C,True,True,0.739900
05/12/2022,AL47272464-CKMX216224900037-AAB-A.02,Switchback,47272464+C,True,True,0.739900
09/12/2022,AL47272464-CKMX216224900038-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216224900038-AAB-A.02,Switchback,47272464+C,True,True,0.739900
09/12/2022,AL47272464-CKMX216224900038-AAB-A.02,Switchback,47272464+C,False,,
12/12/2022,AL47272464-CKMX216224900038-AAB-A.02,Switchback,,False,,
09/12/2022,AL47272464-CKMX216224900038-AAB-A.02,Switchback,47272464+C,False,,
09/12/2022,AL47272464-CKMX216224900040-AAB-A.02,Switchback,47272464+C,False,,
09/12/2022,AL47272464-CKMX216224900041-AAB-A.02,Switchback,,False,,
09/12/2022,AL47272464-CKMX216224900041-AAB-A.02,Switchback,47272464+C,True,True,0.739900
09/12/2022,AL47272464-CKMX216224900042-AAB-A.02,Switchback,47272464+C,False,,
09/12/2022,AL47272464-CKMX216224900042-AAB-A.02,Switchback,47272464+C,False,,
09/12/2022,AL47272464-CKMX216224900043-AAB-A.02,Switchback,47272464+C,False,,
09/12/2022,AL47272464-CKMX216224900044-AAB-A.02,Switchback,47272464+C,False,,
09/12/2022,AL47272464-CKMX216224900045-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216224900045-AAB-A.02,Switchback,47272464+C,True,True,0.739900
09/12/2022,AL47272464-CKMX216224900045-AAB-A.02,Switchback,47272464+C,False,,
12/12/2022,AL47272464-CKMX216224900045-AAB-A.02,Switchback,,False,,
09/12/2022,AL47272464-CKMX216224900045-AAB-A.02,Switchback,47272464+C,False,,
09/12/2022,AL47272464-CKMX216224900049-AAB-A.02,Switchback,47272464+C,False,,
09/12/2022,AL47272464-CKMX216224900050-AAB-A.02,Switchback,47272464+C,True,True,0.739900
09/12/2022,AL47272464-CKMX216224900050-AAB-A.02,Switchback,,False,,
09/12/2022,AL47272464-CKMX216224900051-AAB-A.02,Switchback,47272464+C,True,True,0.739900
09/12/2022,AL47272464-CKMX216224900053-AAB-A.02,Switchback,47272464+C,False,,
09/12/2022,AL47272464-CKMX216224900054-AAB-A.02,Switchback,47272464+C,False,,
09/12/2022,AL47272464-CKMX216224900055-AAB-A.02,Switchback,47272464+C,False,,
12/12/2022,AL47272464-CKMX216224900055-AAB-A.02,Switchback,47272464+C,True,True,0.739900
09/12/2022,AL47272464-CKMX216224900056-AAB-A.02,Switchback,47272464+C,False,,
12/12/2022,AL47272464-CKMX216224900057-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216224900058-AAB-A.02,Switchback,47272464+C,False,,
20/12/2022,AL47272464-CKMX216224900058-AAB-A.02,Switchback,47272464+C,False,,
12/12/2022,AL47272464-CKMX216224900058-AAB-A.02,Switchback,47272464+C,False,,
09/12/2022,AL47272464-CKMX216224900060-AAB-A.02,Switchback,47272464+C,False,,
09/12/2022,AL47272464-CKMX216224900061-AAB-A.02,Switchback,47272464+C,False,,
12/12/2022,AL47272464-CKMX216224900061-AAB-A.02,Switchback,47272464+C,True,True,0.739900
12/12/2022,AL47272464-CKMX216224900062-AAB-A.02,Switchback,47272464+C,True,True,0.739900
12/12/2022,AL47272464-CKMX216224900063-AAB-A.02,Switchback,47272464+C,True,True,0.739900
12/12/2022,AL47272464-CKMX216224900064-AAB-A.02,Switchback,47272464+C,False,,
12/12/2022,AL47272464-CKMX216224900065-AAB-A.02,Switchback,47272464+C,False,,
12/12/2022,AL47272464-CKMX216224900066-AAB-A.02,Switchback,47272464+C,True,True,0.739900
12/12/2022,AL47272464-CKMX216224900067-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216224900068-AAB-A.02,Switchback,47272464+C,True,True,0.739900
12/12/2022,AL47272464-CKMX216224900068-AAB-A.02,Switchback,47272464+C,False,,
12/12/2022,AL47272464-CKMX216224900069-AAB-A.02,Switchback,47272464+C,True,True,0.739900
12/12/2022,AL47272464-CKMX216224900070-AAB-A.02,Switchback,47272464+C,True,True,0.739900
12/12/2022,AL47272464-CKMX216224900071-AAB-A.02,Switchback,,False,,
12/12/2022,AL47272464-CKMX216224900071-AAB-A.02,Switchback,47272464+C,True,True,0.739900
12/12/2022,AL47272464-CKMX216224900072-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000003-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000003-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000003-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000004-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000005-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000006-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000006-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000007-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000008-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000009-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000010-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000011-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000012-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000012-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000013-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000014-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000015-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000015-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000016-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000017-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000018-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000020-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000021-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000022-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000023-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000024-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000025-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000026-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000027-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000027-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000027-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000028-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000028-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000028-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000029-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000029-AAB-A.02,Switchback,47272464+C,False,,
20/12/2022,AL47272464-CKMX216225000029-AAB-A.02,Switchback,47272464+C,False,,
20/12/2022,AL47272464-CKMX216225000029-AAB-A.02,Switchback,,False,,
13/12/2022,AL47272464-CKMX216225000030-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000031-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000031-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000031-AAB-A.02,Switchback,,False,,
13/12/2022,AL47272464-CKMX216225000032-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000033-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000035-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000035-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000035-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000036-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000036-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000037-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000037-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000037-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000038-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000038-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000039-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000039-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000039-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000040-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000040-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000041-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000042-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000042-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000043-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000044-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000044-AAB-A.02,Switchback,47272464+C,True,True,0.739900
20/12/2022,AL47272464-CKMX216225000045-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000045-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000045-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000046-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000046-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000046-AAB-A.02,Switchback,47272464+C,True,True,0.739900
13/12/2022,AL47272464-CKMX216225000047-AAB-A.02,Switchback,47272464+C,False,,
13/12/2022,AL47272464-CKMX216225000047-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000047-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000048-AAB-A.02,Switchback,47272464+C,True,True,0.739900
20/12/2022,AL47272464-CKMX216225000049-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000049-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000049-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000049-AAB-A.02,Switchback,,False,,
13/12/2022,AL47272464-CKMX216225000050-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000051-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000052-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000053-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000054-AAB-A.02,Switchback,47272464+C,True,True,0.739900
20/12/2022,AL47272464-CKMX216225000055-AAB-A.02,Switchback,47272464+C,False,True,0.739900
14/12/2022,AL47272464-CKMX216225000055-AAB-A.02,Switchback,47272464+C,False,True,0.739900
14/12/2022,AL47272464-CKMX216225000055-AAB-A.02,Switchback,47272464+C,False,True,0.739900
14/12/2022,AL47272464-CKMX216225000055-AAB-A.02,Switchback,,False,,
13/12/2022,AL47272464-CKMX216225000056-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000057-AAB-A.02,Switchback,47272464+C,True,True,0.739900
20/12/2022,AL47272464-CKMX216225000058-AAB-A.02,Switchback,47272464+C,False,True,0.739900
14/12/2022,AL47272464-CKMX216225000058-AAB-A.02,Switchback,47272464+C,False,True,0.739900
14/12/2022,AL47272464-CKMX216225000058-AAB-A.02,Switchback,47272464+C,False,True,0.739900
14/12/2022,AL47272464-CKMX216225000059-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000059-AAB-A.02,Switchback,,False,,
14/12/2022,AL47272464-CKMX216225000059-AAB-A.02,Switchback,,False,,
14/12/2022,AL47272464-CKMX216225000060-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000060-AAB-A.02,Switchback,,False,,
14/12/2022,AL47272464-CKMX216225000061-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000062-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000063-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000063-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000064-AAB-A.02,Switchback,47272464+C,False,False,0.000000
20/12/2022,AL47272464-CKMX216225000064-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000065-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000066-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000066-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000066-AAB-A.02,Switchback,,False,,
14/12/2022,AL47272464-CKMX216225000067-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000068-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000069-AAB-A.02,Switchback,47272464+C,False,,
14/12/2022,AL47272464-CKMX216225000070-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000071-AAB-A.02,Switchback,,False,,
14/12/2022,AL47272464-CKMX216225000071-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000072-AAB-A.02,Switchback,47272464+C,True,True,0.739900
14/12/2022,AL47272464-CKMX216225000073-AAB-A.02,Switchback,47272464+C,True,True,0.739900
