Model,PartNumber,Date,Cycle Time
Switchback,47272463+C,2022-12-16 00:00:00,151.7648898
Switchback,47272463+C,2022-12-16 00:00:00,135.6019744
Switchback,47272463+C,2022-12-16 00:00:00,163.4484827
Switchback,47272463+C,2022-12-16 00:00:00,165.3567308
Switchback,47272463+C,2022-12-16 00:00:00,137.0858374
Switchback,47272463+C,2022-12-16 00:00:00,166.0224136
Switchback,47272463+C,2022-12-16 00:00:00,162.4746268
Switchback,47272463+C,2022-12-16 00:00:00,135.1719445
Switchback,47272463+C,2022-12-16 00:00:00,148.247935
Switchback,47272463+C,2022-12-16 00:00:00,175.8268468
Switchback,47272463+C,2022-12-16 00:00:00,162.81857
Switchback,47272463+C,2022-12-16 00:00:00,136.2635578
Switchback,47272463+C,2022-12-16 00:00:00,136.0008531
Switchback,47272463+C,2022-12-20 00:00:00,135.3054892
Switchback,47272463+C,2022-12-16 00:00:00,163.9895384
Switchback,47272463+C,2022-12-16 00:00:00,133.4161599
Switchback,47272463+C,2022-12-16 00:00:00,139.1098537
Switchback,47272463+C,2022-12-16 00:00:00,136.2735082
Switchback,47272463+C,2022-12-16 00:00:00,148.7171607
Switchback,47272463+C,2022-12-16 00:00:00,150.0856903
Switchback,47272463+C,2022-12-16 00:00:00,194.2952849
Switchback,47272463+C,2022-12-16 00:00:00,137.1911223
Switchback,47272463+C,2022-12-16 00:00:00,146.8617743
